2024-02-06 08:02:40.591 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-02-06 08:02:40.593 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1625 ms
2024-02-06 08:02:41.421 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2024-02-06 08:02:41.462 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
2024-02-06 08:02:41.475 [main] INFO  c.safetynet.alerts.AlertsApplication - Started AlertsApplication in 3.406 seconds (process running for 4.006)
2024-02-06 08:02:51.792 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-02-06 08:02:51.793 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-02-06 08:02:51.793 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2024-02-06 08:02:51.840 [http-nio-8080-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required request parameter 'mail' for method parameter type String is not present]
2024-02-06 08:18:34.623 [main] INFO  c.s.alerts.AlertsApplicationTests - Starting AlertsApplicationTests using Java 21 with PID 11004 (started by Pochi in C:\Users\Pochi\Documents\Projet5\alerts\alerts)
2024-02-06 08:18:34.625 [main] INFO  c.s.alerts.AlertsApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-02-06 08:18:36.496 [main] INFO  c.s.alerts.AlertsApplicationTests - Started AlertsApplicationTests in 2.471 seconds (process running for 3.811)
2024-02-06 08:18:37.810 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.safetynet.alerts.JsonReadTests]: JsonReadTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-02-06 08:18:37.813 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.safetynet.alerts.AlertsApplication for test class com.safetynet.alerts.JsonReadTests
2024-02-06 08:22:07.455 [main] INFO  c.s.alerts.AlertsApplicationTests - Starting AlertsApplicationTests using Java 21 with PID 7380 (started by Pochi in C:\Users\Pochi\Documents\Projet5\alerts\alerts)
2024-02-06 08:22:07.457 [main] INFO  c.s.alerts.AlertsApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-02-06 08:22:09.393 [main] INFO  c.s.alerts.AlertsApplicationTests - Started AlertsApplicationTests in 2.403 seconds (process running for 3.723)
2024-02-06 08:22:10.603 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.safetynet.alerts.JsonReadTests]: JsonReadTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-02-06 08:22:10.606 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.safetynet.alerts.AlertsApplication for test class com.safetynet.alerts.JsonReadTests
2024-02-06 08:23:32.755 [main] INFO  c.s.alerts.AlertsApplicationTests - Starting AlertsApplicationTests using Java 21 with PID 13696 (started by Pochi in C:\Users\Pochi\Documents\Projet5\alerts\alerts)
2024-02-06 08:23:32.758 [main] INFO  c.s.alerts.AlertsApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-02-06 08:23:34.491 [main] INFO  c.s.alerts.AlertsApplicationTests - Started AlertsApplicationTests in 2.2 seconds (process running for 3.433)
2024-02-06 08:23:35.634 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.safetynet.alerts.JsonReadTests]: JsonReadTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-02-06 08:23:35.637 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.safetynet.alerts.AlertsApplication for test class com.safetynet.alerts.JsonReadTests
2024-02-06 08:25:34.402 [main] INFO  c.s.alerts.AlertsApplicationTests - Starting AlertsApplicationTests using Java 21 with PID 7724 (started by Pochi in C:\Users\Pochi\Documents\Projet5\alerts\alerts)
2024-02-06 08:25:34.404 [main] INFO  c.s.alerts.AlertsApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-02-06 08:25:36.244 [main] INFO  c.s.alerts.AlertsApplicationTests - Started AlertsApplicationTests in 2.294 seconds (process running for 3.514)
2024-02-06 08:26:18.291 [main] INFO  c.s.alerts.AlertsApplicationTests - Starting AlertsApplicationTests using Java 21 with PID 3840 (started by Pochi in C:\Users\Pochi\Documents\Projet5\alerts\alerts)
2024-02-06 08:26:18.294 [main] INFO  c.s.alerts.AlertsApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-02-06 08:26:20.512 [main] INFO  c.s.alerts.AlertsApplicationTests - Started AlertsApplicationTests in 2.766 seconds (process running for 4.331)
2024-02-06 08:26:21.821 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.safetynet.alerts.JsonReadTests]: JsonReadTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-02-06 08:26:21.825 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.safetynet.alerts.AlertsApplication for test class com.safetynet.alerts.JsonReadTests
2024-02-06 08:30:29.264 [main] INFO  c.s.alerts.AlertsApplicationTests - Starting AlertsApplicationTests using Java 21 with PID 21480 (started by Pochi in C:\Users\Pochi\Documents\Projet5\alerts\alerts)
2024-02-06 08:30:29.269 [main] INFO  c.s.alerts.AlertsApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-02-06 08:30:32.092 [main] INFO  c.s.alerts.AlertsApplicationTests - Started AlertsApplicationTests in 3.668 seconds (process running for 6.356)
2024-02-06 08:30:33.692 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.safetynet.alerts.JsonReadTests]: JsonReadTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-02-06 08:30:33.695 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.safetynet.alerts.AlertsApplication for test class com.safetynet.alerts.JsonReadTests
